9	17
9	1789
9	8266
9	9178
9	9272
9	10008
9	10009
9	10014
9	10040
9	10072
9	10111
9	10156
9	10223
9	10235
9	10245
9	10489
9	10513
9	10557
9	10593
9	10618
9	10762
9	10851
9	11029
9	11292
9	11354
9	11366
9	11470
9	11560
9	11591
9	12084
9	12303
9	12642
9	12769
9	12897
9	13240
9	13492
9	13719
9	13889
9	14276
9	16681
9	16785
9	17007
9	17022
9	17373
9	18991
9	19359
9	23529
9	24214
9	8468143
9	147469660
9	155655020
9	321791002
9	321793124
9	344023668
9	358174817
9	358177192
9	364513273
9	364517593
9	387371589
9	403516439
9	420551575
9	425838881
9	530680449
9	541735939
9	599790406
9	665118753
9	672128428
9	680139028
9	769959054
9	770669719
9	770673029
9	770676429
9	770677038
9	770680069
9	770683913
9	770687943
9	770740154
9	770785471
9	770799354
9	770800095
9	770801433
9	770805203
9	770805418
9	771041147
9	771041419
9	771190618
9	771190753
9	771207918
9	771228969
9	771235120
9	771239389
10	1121
10	1965
10	8917
10	9363
10	10550
10	10945
10	24220
10	112770423
10	155654993
10	155655113
10	190816360
10	387253026
10	387354859
10	770685374
10	770784043
11	1815
11	10274
11	11156
11	152552346
11	248007565
11	326391700
11	497416204
11	770674955
12	29
12	9369
12	10026
12	12900
12	12927
12	12930
12	12947
12	13046
12	13052
12	13178
12	13352
12	13366
12	13368
12	13797
12	13863
12	13900
12	13986
12	14001
12	14849
12	98828080
12	136269391
12	155655197
12	248007780
12	313837499
12	314387182
12	314388060
12	343353088
12	343970062
12	381413316
12	434215007
12	460673131
12	493801965
12	528392920
12	726870791
12	770671130
12	770671516
12	770671899
12	770680850
12	770681509
12	770767898
12	770782168
12	771224131
12	771224171
13	6362
13	10367
13	10883
13	287865052
13	770780587
14	9402
14	10020
14	10118
14	10156
14	10236
14	10372
14	10513
14	11189
14	12769
14	12866
14	12890
14	12914
14	13065
14	13139
14	13532
14	15203
14	16987
14	18022
14	19056
14	133039558
14	344023668
14	358172524
14	358174817
14	680650974
14	770673133
14	770675211
14	770800465
14	770802482
14	770805266
14	770809514
14	770815529
14	770859148
14	770859743
14	771030924
15	8918
15	10124
15	10321
15	10763
15	12983
15	13013
15	13249
15	13328
15	13360
15	13400
15	13420
15	13615
15	13811
15	14383
15	15615
15	16980
15	2864438
15	93101300
15	155655001
15	314387954
15	770680423
15	770682876
15	770785486
16	5625
16	9369
16	10674
16	11337
16	12484
16	13616
16	13879
16	14500
16	14984
16	16314
16	22559
16	314388146
16	770669812
16	770770175
17	9
17	10223
17	10245
17	10454
17	10557
17	10789
17	11961
17	12656
17	12873
17	13466
17	15928
17	306548949
17	680712414
17	746861971
17	770671491
17	770764764
17	770785614
17	770785615
17	770788767
17	770805424
17	771041419
